"Family","Genus","Species","Taxon","Common Name","Native Status","effectm partm of this plant.","Lifeform","Duration","July High Temp","Dec Low Temp","Temp Range","Lower Elevation","Upper Elevation","Start Bloom Month","End Bloom Month","Calrecnum"
"CONVOLVULACEAE","Cressa","truxillensis","Cressa truxillensis","Alkali weed","native","","Perennial herb","Perennial","107","30","69","-23","1630","5","6","2429"
"CISTACEAE","Crocanthemum","aldersonii","Crocanthemum aldersonii","Alderson's rush-rose","native","","Shrub","Perennial","91","36","53","15","960","3","6","13177"
"CISTACEAE","Crocanthemum","greenei","Crocanthemum greenei","Island rush-rose","rare","","Shrub","Perennial","","","","","","3","7","13117"
"CISTACEAE","Crocanthemum","scoparium","Crocanthemum scoparium","peak rushrose","native","","Shrub","Perennial","91","32","57","0","1990","","","13178"
"CISTACEAE","Crocanthemum","scoparium","Crocanthemum scoparium var. scoparium","Peak Rushrose","native","","Shrub","Perennial","90","36","50","15","1480","3","6","13179"
"CISTACEAE","Crocanthemum","scoparium","Crocanthemum scoparium var. vulgare","Peak Rushrose","native","","Shrub","Perennial","91","36","54","15","1270","3","6","13180"
"POTTIACEAE","Crossidium","aberrans","Crossidium aberrans","","native","","Moss","Perennial","","","","","","","","13780"
"POTTIACEAE","Crossidium","squamiferum","Crossidium squamiferum","","native","","Moss","Perennial","92","34","55","","","","","13783"
"EUPHORBIACEAE","Croton","californicus","Croton californicus","Desert croton","native","","Perennial herb","Perennial","106","30","71","-16","1990","4","7","2434"
"EUPHORBIACEAE","Croton","setiger","Croton setiger","Turkey-mullein","native","","Annual herb","Annual","98","20","66","0","2310","","","13184"
"POTTIACEAE","Crumia","latifolia","Crumia latifolia","Wideleaf crumia moss","native","","Moss","Perennial","92","30","58","","","","","8868"
"POACEAE","Crypsis","schoenoides","Crypsis schoenoides","Swamp grass","non-native","","Annual grass","Annual","96","22","63","0","2090","6","10","2439"
"POACEAE","Crypsis","vaginiflora","Crypsis vaginiflora","African prickle grass","non-native","","Annual grass","Annual","94","30","59","5","2060","6","9","2440"
"BORAGINACEAE","Cryptantha","barbigera","Cryptantha barbigera","Bearded cryptantha","native","","Annual herb","Annual","107","18","73","-2","2480","2","6","2444"
"BORAGINACEAE","Cryptantha","clevelandii","Cryptantha clevelandii","Common cryptantha","native","","Annual herb","Annual","91","34","55","0","1850","3","5","2447"
"BORAGINACEAE","Cryptantha","clevelandii","Cryptantha clevelandii var. clevelandii","Cleveland's cryptantha","native","","Annual herb","Annual","90","38","48","0","870","3","5","9313"
"BORAGINACEAE","Cryptantha","clevelandii","Cryptantha clevelandii var. florosa","Coastal cryptantha","native","","Annual herb","Annual","92","32","59","5","1630","3","6","11565"
"BORAGINACEAE","Cryptantha","corollata","Cryptantha corollata","Coast range cryptantha","native","","Annual herb","Annual","92","34","57","290","1820","3","6","2452"
"BORAGINACEAE","Cryptantha","decipiens","Cryptantha decipiens","Gravel cryptantha","native","","Annual herb","Annual","102","24","68","25","1980","3","5","2456"
"BORAGINACEAE","Cryptantha","echinella","Cryptantha echinella","Prickly cryptantha","native","","Annual herb","Annual","97","12","67","410","2970","5","8","2458"
"BORAGINACEAE","Cryptantha","flaccida","Cryptantha flaccida","Beaked cryptantha","native","","Annual herb","Annual","96","20","64","35","2010","3","5","2460"
"BORAGINACEAE","Cryptantha","hispidissima","Cryptantha hispidissima","Bristly cryptantha","native","","Annual herb","Annual","92","32","59","0","1160","3","5","14555"
"BORAGINACEAE","Cryptantha","intermedia","Cryptantha intermedia","Common cryptanth","native","","Annual herb","Annual","98","18","65","0","2670","3","7","2471"
"BORAGINACEAE","Cryptantha","intermedia","Cryptantha intermedia var. intermedia","Common cryptantha","native","","Annual herb","Annual","97","24","61","60","2280","3","7","11568"
"BORAGINACEAE","Cryptantha","intermedia","Cryptantha intermedia var. johnstonii","Johnston's cryptantha","native","","Annual herb","Annual","90","42","48","0","1680","3","7","14556"
"BORAGINACEAE","Cryptantha","juniperensis","Cryptantha juniperensis","Rigid cryptantha","native","","Annual herb","Annual","100","30","68","25","2020","3","7","14557"
"BORAGINACEAE","Cryptantha","leiocarpa","Cryptantha leiocarpa","Popcorn flower","native","","Annual herb","Annual","71","40","29","0","260","3","8","2472"
"BORAGINACEAE","Cryptantha","maritima","Cryptantha maritima","Guadalupe island cryptantha","native","","Annual herb","Annual","109","26","73","-12","1690","3","5","2474"
"BORAGINACEAE","Cryptantha","maritima","Cryptantha maritima var. maritima","Guadalupe cryptantha","native","","Annual herb","Annual","104","38","65","-20","840","2","5","14559"
"BORAGINACEAE","Cryptantha","micrantha","Cryptantha micrantha","Purple root cryptantha","native","","Annual herb","Annual","106","18","73","85","2530","3","8","2475"
"BORAGINACEAE","Cryptantha","micromeres","Cryptantha micromeres","Small flowered cryptantha","native","","Annual herb","Annual","90","34","54","0","1810","7","7","2476"
"BORAGINACEAE","Cryptantha","microstachys","Cryptantha microstachys","Tejon cryptantha","native","","Annual herb","Annual","95","28","61","0","1570","4","6","2477"
"BORAGINACEAE","Cryptantha","muricata","Cryptantha muricata","Prickly cryptantha","native","","Annual herb","Annual","96","18","63","0","2510","4","8","2480"
"BORAGINACEAE","Cryptantha","muricata","Cryptantha muricata var. denticulata","Prickly-nut cryptantha","native","","Annual herb","Annual","91","20","57","500","2420","4","8","11571"
"BORAGINACEAE","Cryptantha","muricata","Cryptantha muricata var. jonesii","Jones' cryptantha","native","","Annual herb","Annual","94","30","59","110","2280","3","6","11572"
"BORAGINACEAE","Cryptantha","muricata","Cryptantha muricata var. muricata","Showy prickly-nut cryptantha","native","","Annual herb","Annual","92","26","61","170","2280","3","7","11573"
"BORAGINACEAE","Cryptantha","nemaclada","Cryptantha nemaclada","Colusa cryptantha","native","","Annual herb","Annual","94","32","61","330","1950","4","6","2481"
"BORAGINACEAE","Cryptantha","nevadensis","Cryptantha nevadensis","Nevada forget me not","native","","Annual herb","Annual","107","20","73","160","2280","2","7","2482"
"BORAGINACEAE","Cryptantha","oxygona","Cryptantha oxygona","Sharp nut cryptantha","native","","Annual herb","Annual","97","18","66","190","2450","3","7","2484"
"BORAGINACEAE","Cryptantha","rattanii","Cryptantha rattanii","Rattan's cryptantha","rare","","Annual herb","Annual","97","34","61","320","790","4","7","2488"
"BORAGINACEAE","Cryptantha","simulans","Cryptantha simulans","Pine cryptantha","native","","Annual herb","Annual","89","18","63","1130","2340","5","6","2496"
"BORAGINACEAE","Cryptantha","torreyana","Cryptantha torreyana","Torrey's cryptantha","native","","Annual herb","Annual","93","16","66","120","2630","4","6","2499"
"BORAGINACEAE","Cryptantha","torreyana","Cryptantha torreyana var. pumila","Dwarf cryptantha","native","","Annual herb","Annual","84","40","43","130","1200","4","6","11578"
"AYTONIACEAE","Cryptomitrium","tenerum","Cryptomitrium tenerum","","native","","Liverwort","Perennial","95","36","58","95","430","","","14334"
"CUCURBITACEAE","Cucumis","melo","Cucumis melo","Cantaloupe","non-native","","Annual, Perennial herb","Annual","105","28","64","-60","1710","3","9","9838"
"CUCURBITACEAE","Cucumis","myriocarpus","Cucumis myriocarpus","Paddy melon","non-native","","Annual herb, Vine","Annual","","","","","","3","9","2508"
"CUCURBITACEAE","Cucurbita","foetidissima","Cucurbita foetidissima","Missouri gourd","native","","Perennial herb, Vine","Perennial","98","32","62","0","1780","6","8","2510"
"CUCURBITACEAE","Cucurbita","palmata","Cucurbita palmata","Coyote melon","native","","Annual, Perennial herb","Annual","107","30","71","10","1490","4","9","2511"
"CUCURBITACEAE","Cucurbita","pepo","Cucurbita pepo","Field pumpkin","non-native","","Annual herb, Vine","Annual","91","38","54","10","700","5","9","9080"
"CONVOLVULACEAE","Cuscuta","californica","Cuscuta californica","California dodder","native","","Annual herb, Vine (parasitic)","Annual","103","18","69","0","2650","2","8","2528"
"CONVOLVULACEAE","Cuscuta","californica","Cuscuta californica var. californica","Short flowered dodder","native","","Annual herb, Vine (parasitic)","Annual","94","18","62","0","2650","2","8","2531"
"CONVOLVULACEAE","Cuscuta","campestris","Cuscuta campestris","Field dodder","native","","Annual herb, Vine (parasitic)","Annual","104","36","64","-21","1580","5","11","10823"
"CONVOLVULACEAE","Cuscuta","denticulata","Cuscuta denticulata","Desert dodder","native","","Annual herb, Vine (parasitic)","Annual","106","22","72","160","2070","5","10","2534"
"CONVOLVULACEAE","Cuscuta","japonica","Cuscuta japonica","Japanese dodder","non-native invasive","","Annual herb, Vine (parasitic)","Annual","73","44","29","0","60","9","11","9272"
"CONVOLVULACEAE","Cuscuta","occidentalis","Cuscuta occidentalis","California dodder","native","","Annual herb, Vine (parasitic)","Annual","94","16","60","0","2410","3","9","10825"
"CONVOLVULACEAE","Cuscuta","pacifica","Cuscuta pacifica","Goldenthread","native","","Annual herb, Vine (parasitic)","Annual","86","40","44","0","390","7","10","11580"
"CONVOLVULACEAE","Cuscuta","pacifica","Cuscuta pacifica var. pacifica","Dodder","native","","Annual herb, Vine (parasitic)","Annual","86","38","48","0","35","7","10","11581"
"CONVOLVULACEAE","Cuscuta","pacifica","Cuscuta pacifica var. papillata","Mendocino dodder","rare","","Annual herb, Vine (parasitic)","Annual","72","44","28","5","15","7","10","11582"
"CONVOLVULACEAE","Cuscuta","salina","Cuscuta salina","Saltmarsh dodder","native","","Annual herb, Vine (parasitic)","Annual","94","36","55","0","1200","5","10","2540"
"CONVOLVULACEAE","Cuscuta","subinclusa","Cuscuta subinclusa","Canyon dodder","native","","Annual herb, Vine (parasitic)","Annual","95","26","60","0","2360","3","10","2544"
"APIACEAE","Cyclospermum","leptophyllum","Cyclospermum leptophyllum","Marsh parsley","non-native","","Annual herb","Annual","93","36","57","0","1600","4","8","9082"
"ROSACEAE","Cydonia","oblonga","Cydonia oblonga","Quince","non-native","","Tree, Shrub","Perennial","96","38","59","20","290","3","5","8716"
"CACTACEAE","Cylindropuntia","bernardina","Cylindropuntia bernardina","Cane or valley cholla","native","","Perennial herb (stem succulent)","Perennial","97","32","63","45","1920","4","7","14562"
"CACTACEAE","Cylindropuntia","californica","Cylindropuntia californica","California cholla","native","","Perennial herb (stem succulent)","Perennial","97","32","61","50","1850","4","7","9845"
"CACTACEAE","Cylindropuntia","prolifera","Cylindropuntia prolifera","Coastal cholla","native","","Shrub (stem succulent)","Perennial","88","42","45","0","710","4","7","9588"
"PLANTAGINACEAE","Cymbalaria","muralis","Cymbalaria muralis","Kenilworth ivy","non-native","","Annual, Perennial herb","Annual","83","38","43","0","410","5","9","2552"
"ASTERACEAE","Cynara","cardunculus","Cynara cardunculus","Cardoon","non-native invasive","","Perennial herb","Perennial","93","34","56","-2","2280","4","7","2568"
"ASTERACEAE","Cynara","cardunculus","Cynara cardunculus ssp. cardunculus","Artichoke","non-native","","Perennial herb","Perennial","88","36","47","0","1190","4","7","11583"
"POACEAE","Cynodon","dactylon","Cynodon dactylon","Bermuda grass","non-native invasive","","Perennial grass","Perennial","106","26","68","-17","2180","4","5","2570"
"POACEAE","Cynosurus","echinatus","Cynosurus echinatus","Dogtail grass","non-native invasive","","Annual grass","Annual","96","26","59","0","2160","5","7","2577"
"CYPERACEAE","Cyperus","acuminatus","Cyperus acuminatus","Short pointed cyperus","native","Do not eat any part of this plant.","Annual grass","Annual","98","36","61","0","350","5","6","2578"
"CYPERACEAE","Cyperus","difformis","Cyperus difformis","Variable flatsedge","non-native","Do not eat any part of this plant.","Annual grass","Annual","96","36","59","0","1390","7","8","2580"
"CYPERACEAE","Cyperus","eragrostis","Cyperus eragrostis","Tall cyperus","native","Do not eat any part of this plant.","Perennial grass","Perennial","97","30","60","0","2060","5","9","2581"
"CYPERACEAE","Cyperus","erythrorhizos","Cyperus erythrorhizos","Red rooted cyperus","native","Do not eat any part of this plant.","Annual grass","Annual","94","34","58","0","1380","7","8","2582"
"CYPERACEAE","Cyperus","esculentus","Cyperus esculentus","Nut grass","native","Do not eat any part of this plant.","Perennial grass","Perennial","97","34","61","0","1050","7","8","2583"
"CYPERACEAE","Cyperus","involucratus","Cyperus involucratus","Umbrella plant","non-native","Do not eat any part of this plant.","Perennial grass","Perennial","104","34","62","0","1750","1","12","2585"
"CYPERACEAE","Cyperus","niger","Cyperus niger","Brown cyperus","native","Do not eat any part of this plant.","Perennial grass","Perennial","95","26","64","0","2280","7","11","2588"
"CYPERACEAE","Cyperus","odoratus","Cyperus odoratus","Fragrant flatsedge","native","Do not eat any part of this plant.","Annual grass","Annual","95","36","57","15","1350","8","9","2589"
"CYPERACEAE","Cyperus","rotundus","Cyperus rotundus","Nutgrass","non-native","Do not eat any part of this plant.","Perennial grass","Perennial","102","38","61","-13","330","7","11","2591"
"CYPERACEAE","Cyperus","squarrosus","Cyperus squarrosus","Awned cyperus","native","Do not eat any part of this plant.","Annual grass","Annual","97","16","63","35","2400","7","9","2592"
"CYPERACEAE","Cyperus","strigosus","Cyperus strigosus","Straw colored cyperus","native","Do not eat any part of this plant.","Perennial grass","Perennial","97","36","61","0","330","6","8","2593"
"DRYOPTERIDACEAE","Cyrtomium","falcatum","Cyrtomium falcatum","Japanese netvein hollyfern","non-native","","Fern","Perennial","87","42","45","0","1500","","","2598"
"CYSTOPTERIDACEAE","Cystopteris","fragilis","Cystopteris fragilis","Brittle fern","native","","Fern","Perennial","94","10","63","0","3310","","","2599"
"FABACEAE","Cytisus","proliferus","Cytisus proliferus","Tree lucerne","non-native invasive","","Shrub","Perennial","","","","","","3","5","11587"
"FABACEAE","Cytisus","scoparius","Cytisus scoparius","Scotch broom","non-native invasive","Do not eat any part of this plant.","Shrub","Perennial","96","18","63","-5","2180","3","5","2601"
"POACEAE","Dactylis","glomerata","Dactylis glomerata","Orchardgrass","non-native invasive","","Perennial grass","Perennial","94","14","61","0","2690","4","5","2603"
"POACEAE","Danthonia","californica","Danthonia californica","California oatgrass","native","","Perennial grass","Perennial","90","18","60","0","2510","2","3","2610"
"DATISCACEAE","Datisca","glomerata","Datisca glomerata","Durango root","native","","Perennial herb","Perennial","97","30","62","0","2260","5","7","2618"
"SOLANACEAE","Datura","inoxia","Datura inoxia","Pricklyburr","non-native invasive","Do not eat any part of this plant.","Perennial herb","Perennial","94","28","60","10","1340","","","9854"
"SOLANACEAE","Datura","stramonium","Datura stramonium","Jimson weed","non-native","Do not eat any part of this plant.","Annual herb","Annual","95","32","59","0","1130","6","8","2621"
