Family,Genus,Species,Taxon,Common Name,Native Status,effectm partm of this plant.,Lifeform,Duration,July High Temp,Dec Low Temp,Temp Range,Lower Elevation,Upper Elevation,Start Bloom Month,End Bloom Month,Calrecnum,Toxic parts,Toxic part 1,Toxic part 2,Toxic part 3,Toxins,Toxin 1,Toxin 2
OROBANCHACEAE,Castilleja,minor,Castilleja minor,Little paintbrush,native,NA,Annual herb,Annual,99,18,71,55,2670,7,9,1715,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Castilleja,minor,Castilleja minor ssp. spiralis,Lesser paintbrush,native,NA,Annual herb,Annual,97,26,63,75,2530,6,10,1717,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Castilleja,mollis,Castilleja mollis,Soft leaved indian paintbrush,rare,NA,Perennial herb (hemiparasitic),Perennial,NA,NA,NA,NA,NA,4,8,1718,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Castilleja,plagiotoma,Castilleja plagiotoma,Mojave indian paintbrush,rare,NA,Perennial herb (hemiparasitic),Perennial,94,30,60,330,2270,4,6,1725,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Castilleja,subinclusa,Castilleja subinclusa,Franciscan paint brush,native,NA,Perennial herb,Perennial,95,26,62,0,2440,3,9,1732,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Castilleja,subinclusa,Castilleja subinclusa ssp. subinclusa,Long leaf paintbrush,native,NA,Perennial herb,Perennial,95,26,63,340,2530,3,9,1734,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Caulanthus,amplexicaulis,Caulanthus amplexicaulis,Clasping leaved caulanthus,native,NA,Annual herb,Annual,90,26,56,820,2490,5,7,1740,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Caulanthus,amplexicaulis,Caulanthus amplexicaulis var. barbarae,Santa barbara jewelflower,rare,NA,Annual herb,Annual,NA,NA,NA,NA,NA,5,7,1742,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Caulanthus,anceps,Caulanthus anceps,Lemmon's mustard,native,NA,Annual herb,Annual,95,26,65,390,1840,3,5,9776,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Caulanthus,californicus,Caulanthus californicus,California jewelflower,rare,NA,Annual herb,Annual,99,30,65,320,1050,2,5,1743,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Caulanthus,coulteri,Caulanthus coulteri,Coulter's jewel flower,native,NA,Annual herb,Annual,98,30,63,160,1980,3,7,1745,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Caulanthus,coulteri,Caulanthus coulteri var. coulteri,Coulter's jewel flower,native,NA,Annual herb,Annual,98,30,62,530,1590,3,7,1746,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Caulanthus,heterophyllus,Caulanthus heterophyllus,Slender pod jewelflower,native,NA,Annual herb,Annual,96,32,60,40,1700,3,5,1753,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Caulanthus,inflatus,Caulanthus inflatus,Desert candle,native,NA,Annual herb,Annual,99,30,68,130,1630,3,5,1756,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Caulanthus,lasiophyllus,Caulanthus lasiophyllus,California mustard,native,NA,Annual herb,Annual,105,24,70,0,2410,3,6,11483,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Caulanthus,lemmonii,Caulanthus lemmonii,Lemmon's wild cabbage,rare,NA,Annual herb,Annual,95,32,63,120,1130,3,5,9777,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,arboreus,Ceanothus arboreus,Island ceanothus,native,NA,Shrub,Perennial,79,42,37,0,600,2,4,1764,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,crassifolius,Ceanothus crassifolius,Hoary leaved ceanothus,native,NA,Shrub,Perennial,96,32,57,50,2320,3,4,1768,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,crassifolius,Ceanothus crassifolius var. crassifolius,Hoary leaved ceanothus,native,NA,Shrub,Perennial,95,36,56,100,2330,3,4,11485,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,crassifolius,Ceanothus crassifolius var. planus,Hoary leaved ceanothus,native,NA,Shrub,Perennial,94,30,59,NA,NA,3,4,1769,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,cuneatus,Ceanothus cuneatus,Buck brush,native,NA,Shrub,Perennial,98,22,63,0,2310,2,4,1770,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,cuneatus,Ceanothus cuneatus var. cuneatus,Buck brush,native,NA,Shrub,Perennial,96,24,62,10,2260,2,4,1771,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,cuneatus,Ceanothus cuneatus var. fascicularis,Sand buck brush,rare,NA,Shrub,Perennial,77,40,37,0,270,2,4,1772,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,cuneatus,Ceanothus cuneatus var. ramulosus,Buck brush,native,NA,Shrub,Perennial,88,38,50,0,780,2,4,11486,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,foliosus,Ceanothus foliosus,Wavy leaved ceanothus,native,NA,Shrub,Perennial,91,32,57,25,1830,3,6,1779,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,impressus,Ceanothus impressus,Santa barbara ceanothus,native,NA,Shrub,Perennial,74,40,32,0,350,4,5,1794,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,impressus,Ceanothus impressus var. impressus,Santa barbara ceanothus,native,NA,Shrub,Perennial,73,40,32,110,360,4,5,9786,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,impressus,Ceanothus impressus var. nipomensis,Nipomo mesa ceanothus,native,NA,Shrub,Perennial,75,40,37,100,230,4,5,1795,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,integerrimus,Ceanothus integerrimus,Deer brush,native,NA,Shrub,Perennial,96,20,64,0,2440,5,6,1797,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,leucodermis,Ceanothus leucodermis,Chaparral whitethorn,native,NA,Shrub,Perennial,98,24,62,180,2530,3,5,1803,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,maritimus,Ceanothus maritimus,San luis obispo ceanothus,rare,NA,Shrub,Perennial,85,42,43,-43,70,1,4,1804,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,megacarpus,Ceanothus megacarpus,Big pod ceanothus,native,NA,Shrub,Perennial,91,42,46,0,1540,2,4,1806,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,megacarpus,Ceanothus megacarpus var. insularis,Island bigpod ceanothus,rare,NA,Shrub,Perennial,81,44,31,0,370,12,4,1808,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,megacarpus,Ceanothus megacarpus var. megacarpus,Big pod ceanothus,native,NA,Shrub,Perennial,91,42,47,50,560,2,4,1809,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,oliganthus,Ceanothus oliganthus,Hairy ceanothus,native,NA,Shrub,Perennial,94,30,60,0,2310,3,5,1810,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,oliganthus,Ceanothus oliganthus var. oliganthus,Hairy ceanothus,native,NA,Shrub,Perennial,90,36,53,0,2330,3,5,1812,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,oliganthus,Ceanothus oliganthus var. sorediatus,Jim brush,native,NA,Shrub,Perennial,92,30,60,0,2280,3,4,1813,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,palmeri,Ceanothus palmeri,Palmer's ceanothus,native,NA,Shrub,Perennial,91,28,59,690,2270,4,5,1815,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,papillosus,Ceanothus papillosus,Wartleaf ceanothus,native,NA,Shrub,Perennial,89,34,50,0,1420,4,5,1816,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,pauciflorus,Ceanothus pauciflorus,Mojave ceanothus,native,NA,Shrub,Perennial,95,18,65,420,2330,4,5,13453,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,rigidus,Ceanothus rigidus,Monterey ceanothus,rare,NA,Shrub,Perennial,76,40,36,0,280,3,4,11491,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,spinosus,Ceanothus spinosus,Greenbark ceanothus,native,NA,"Tree, Shrub",Perennial,91,38,48,0,1660,3,5,1829,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,thyrsiflorus,Ceanothus thyrsiflorus,Blueblossom,native,NA,"Tree, Shrub",Perennial,85,36,47,0,970,3,5,1830,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,thyrsiflorus,Ceanothus thyrsiflorus var. griseus,Carmel ceanothus,native,NA,Shrub,Perennial,78,40,38,0,390,3,5,11492,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,thyrsiflorus,Ceanothus thyrsiflorus var. thyrsiflorus,Blue blossom,native,NA,"Tree, Shrub",Perennial,82,38,42,5,480,3,5,11493,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Ceanothus,tomentosus,Ceanothus tomentosus,Woolly leaf ceanothus,native,NA,Shrub,Perennial,93,32,58,75,1580,3,5,1832,NA,NA,NA,NA,NA,NA,NA
PINACEAE,Cedrus,deodara,Cedrus deodara,Deodar cedar,non-native,NA,Tree,Perennial,94,34,58,5,590,NA,NA,9302,NA,NA,NA,NA,NA,NA,NA
POACEAE,Cenchrus,echinatus,Cenchrus echinatus,Southern sandbur,non-native invasive,NA,Annual grass,Annual,104,40,64,-3,370,10,10,1840,NA,NA,NA,NA,NA,NA,NA
POACEAE,Cenchrus,incertus,Cenchrus incertus,Coast sandbur,non-native,NA,Annual grass,Annual,86,30,48,NA,NA,7,9,1841,NA,NA,NA,NA,NA,NA,NA
POACEAE,Cenchrus,longispinus,Cenchrus longispinus,Mat sandbur,non-native invasive,NA,Annual grass,Annual,103,36,61,15,1740,7,9,1842,NA,NA,NA,NA,NA,NA,NA
POACEAE,Cenchrus,spinifex,Cenchrus spinifex,Coastal sandbur,native,NA,Annual grass,Annual,86,30,48,NA,NA,NA,NA,9788,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centaurea,benedicta,Centaurea benedicta,Blessed thistle,non-native,NA,Annual herb,Annual,97,28,64,15,2230,4,6,10806,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centaurea,calcitrapa,Centaurea calcitrapa,Purple star thistle,non-native invasive,NA,"Annual, Perennial herb",Annual,94,34,56,0,1110,7,10,1845,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centaurea,cineraria,Centaurea cineraria,Dusty miller,non-native,NA,Perennial herb,Perennial,NA,NA,NA,NA,NA,5,9,9057,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centaurea,cyanus,Centaurea cyanus,Bachelor's button,non-native,NA,Annual herb,Annual,94,18,63,0,2120,5,8,1846,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centaurea,diluta,Centaurea diluta,Star-thistle,non-native invasive,NA,Annual herb,Annual,87,44,43,30,330,4,12,1848,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centaurea,iberica,Centaurea iberica,Iberian knapweed,non-native,NA,Perennial herb,Perennial,91,38,52,0,310,7,10,1849,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centaurea,melitensis,Centaurea melitensis,Tocalote,non-native invasive,NA,Annual herb,Annual,103,30,63,-32,1990,4,8,1851,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centaurea,solstitialis,Centaurea solstitialis,Yellow starthistle,non-native invasive,Do not eat any part of this plant.,Annual herb,Annual,98,16,65,-2,2550,4,9,1853,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centaurea,stoebe,Centaurea stoebe,Spotted knapweed,non-native,NA,Perennial herb,Perennial,92,14,66,5,2760,6,10,9790,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centaurea,stoebe,Centaurea stoebe ssp. australis,NA,non-native,NA,"Biennial, Perennial herb",Perennial,94,14,66,NA,NA,7,9,14657,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centaurea,stoebe,Centaurea stoebe ssp. micranthos,Spotted knapweed,non-native invasive,NA,Perennial herb,Perennial,94,14,66,5,2760,6,10,9791,NA,NA,NA,NA,NA,NA,NA
VALERIANACEAE,Centranthus,ruber,Centranthus ruber,Jupiter's beard,non-native,NA,"Annual, Perennial herb",Annual,93,32,55,0,1680,4,8,1864,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centromadia,fitchii,Centromadia fitchii,Spikeweed,native,NA,Annual herb,Annual,97,30,64,5,1920,5,10,10809,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centromadia,parryi,Centromadia parryi,Pappose tarweed,native,NA,Annual herb,Annual,94,36,56,0,420,5,11,9792,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centromadia,parryi,Centromadia parryi ssp. australis,Southern tarplant,rare,NA,Annual herb,Annual,89,40,49,0,310,5,11,8895,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centromadia,pungens,Centromadia pungens,Common tarweed,native,NA,Annual herb,Annual,96,30,64,0,1660,4,9,9793,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Centromadia,pungens,Centromadia pungens ssp. pungens,Common tarweed,native,NA,Annual herb,Annual,96,30,64,0,1620,4,9,9544,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Centrostegia,thurberi,Centrostegia thurberi,Thurber spiny herb,native,NA,Annual herb,Annual,98,18,71,460,2450,3,7,1865,NA,NA,NA,NA,NA,NA,NA
ORCHIDACEAE,Cephalanthera,austiniae,Cephalanthera austiniae,Phantom orchid,native,NA,Perennial herb,Perennial,92,20,61,90,2230,3,7,1867,NA,NA,NA,NA,NA,NA,NA
CEPHALOZIELLACEAE,Cephaloziella,divaricata,Cephaloziella divaricata,NA,native,NA,Liverwort,Perennial,NA,NA,NA,NA,NA,NA,NA,14392,NA,NA,NA,NA,NA,NA,NA
CEPHALOZIELLACEAE,Cephaloziella,stellulifera,Cephaloziella stellulifera,NA,native,NA,Liverwort,Perennial,NA,NA,NA,NA,NA,NA,NA,14397,NA,NA,NA,NA,NA,NA,NA
CEPHALOZIELLACEAE,Cephaloziella,turneri,Cephaloziella turneri,NA,native,NA,Liverwort,Perennial,NA,NA,NA,NA,NA,NA,NA,14332,NA,NA,NA,NA,NA,NA,NA
CARYOPHYLLACEAE,Cerastium,arvense,Cerastium arvense,Meadow chickweed,native,NA,Perennial herb,Perennial,93,22,57,0,2270,4,6,1869,NA,NA,NA,NA,NA,NA,NA
CARYOPHYLLACEAE,Cerastium,fontanum,Cerastium fontanum,Common mouse ear chickweed,non-native,NA,Perennial herb,Perennial,93,16,62,0,2740,6,7,9062,NA,NA,NA,NA,NA,NA,NA
CARYOPHYLLACEAE,Cerastium,fontanum,Cerastium fontanum ssp. vulgare,Common chickweed,non-native,NA,Perennial herb,Perennial,93,16,62,20,2740,6,7,1872,NA,NA,NA,NA,NA,NA,NA
CARYOPHYLLACEAE,Cerastium,glomeratum,Cerastium glomeratum,Large mouse ears,non-native,NA,Annual herb,Annual,97,20,61,0,2440,2,5,1873,NA,NA,NA,NA,NA,NA,NA
DITRICHACEAE,Ceratodon,purpureus,Ceratodon purpureus,NA,native,NA,Moss,Perennial,87,18,60,NA,NA,NA,NA,13764,NA,NA,NA,NA,NA,NA,NA
DITRICHACEAE,Ceratodon,stenocarpus,Ceratodon stenocarpus,NA,native,NA,Moss,Perennial,NA,NA,NA,NA,NA,NA,NA,13765,NA,NA,NA,NA,NA,NA,NA
CERATOPHYLLACEAE,Ceratophyllum,demersum,Ceratophyllum demersum,Hornwort,native,NA,Perennial herb,Perennial,104,20,69,0,2240,6,8,1874,NA,NA,NA,NA,NA,NA,NA
FABACEAE,Cercis,occidentalis,Cercis occidentalis,Western redbud,native,NA,"Tree, Shrub",Perennial,98,24,64,0,2000,2,4,1877,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Cercocarpus,betuloides,Cercocarpus betuloides,Birch leaf mountain mahogany,native,NA,"Tree, Shrub",Perennial,96,20,63,0,2590,3,5,1878,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Cercocarpus,betuloides,Cercocarpus betuloides var. betuloides,Birch leaf mountain mahogany,native,NA,"Tree, Shrub",Perennial,96,22,61,15,2510,3,6,1879,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Cercocarpus,betuloides,Cercocarpus betuloides var. blancheae,Island mountain mahogany,rare,NA,Shrub,Perennial,88,38,43,0,370,2,5,1880,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Cercocarpus,minutiflorus,Cercocarpus minutiflorus,Smooth mountain mahogany,native,NA,Shrub,Perennial,94,24,60,35,710,3,5,1886,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Cercocarpus,traskiae,Cercocarpus traskiae,Catalina island mountain mahogany,rare,NA,Shrub,Perennial,NA,NA,NA,NA,NA,3,5,1887,NA,NA,NA,NA,NA,NA,NA
SOLANACEAE,Cestrum,parqui,Cestrum parqui,Chilean jessamine,non-native invasive,Do not eat the leaf or stem of this plant.,Tree,Perennial,67,44,23,5,1200,7,12,8746,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Chaenactis,fremontii,Chaenactis fremontii,Fremont pincushion,native,NA,Annual herb,Annual,106,24,72,0,2070,2,5,1897,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Chaenactis,glabriuscula,Chaenactis glabriuscula,Common yellow chaenactis,native,NA,Annual herb,Annual,98,24,63,0,2720,1,8,1898,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Chaenactis,glabriuscula,Chaenactis glabriuscula var. glabriuscula,Common yellow chaenactis,native,NA,Annual herb,Annual,96,28,63,0,2530,1,8,1899,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Chaenactis,glabriuscula,Chaenactis glabriuscula var. heterocarpha,Variable fruited yellow chaenactis,native,NA,Annual herb,Annual,95,26,61,160,1890,1,8,1900,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Chaenactis,glabriuscula,Chaenactis glabriuscula var. lanosa,Pincushion flower,native,NA,Annual herb,Annual,98,30,63,150,2700,1,8,1901,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Chaenactis,glabriuscula,Chaenactis glabriuscula var. megacephala,Big headed yellow chaenactis,native,NA,Annual herb,Annual,94,28,60,340,1960,1,8,1902,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Chaenactis,santolinoides,Chaenactis santolinoides,Santolina chaenactis,native,NA,Perennial herb,Perennial,89,24,59,1400,2690,5,8,1907,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Chaenactis,stevioides,Chaenactis stevioides,Esteve pincushion,native,NA,Annual herb,Annual,108,18,76,0,2640,2,6,1908,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Chaenactis,xantiana,Chaenactis xantiana,Xantus' chaenactis,native,NA,Annual herb,Annual,96,16,69,35,2480,3,7,1910,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Chamaemelum,nobile,Chamaemelum nobile,Russian chamomile,non-native,NA,Perennial herb,Perennial,NA,NA,NA,NA,NA,NA,NA,1918,NA,NA,NA,NA,NA,NA,NA
IRIDACEAE,Chasmanthe,floribunda,Chasmanthe floribunda,Chasmanthe,non-native invasive,NA,Perennial herb,Perennial,88,40,44,0,1250,2,5,1951,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,album,Chenopodium album,Lambs quarters,non-native,NA,Annual herb,Annual,99,10,65,0,2780,6,10,1962,whole plant,whole plant,NA,NA,"nitrate, oxalate",nitrate,oxalate
CHENOPODIACEAE,Chenopodium,atrovirens,Chenopodium atrovirens,Dark green goosefoot,native,NA,Annual herb,Annual,88,12,64,1190,3280,7,9,1965,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,berlandieri,Chenopodium berlandieri,Pit seed goosefoot,native,NA,Annual herb,Annual,99,16,64,0,2280,7,8,1966,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,berlandieri,Chenopodium berlandieri var. sinuatum,Pitseed goosefoot,native,NA,Annual herb,Annual,93,36,56,0,1810,7,8,11500,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,berlandieri,Chenopodium berlandieri var. zschackei,Pit seed goosefoot,native,NA,Annual herb,Annual,91,14,65,15,2130,7,8,10529,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,californicum,Chenopodium californicum,California goosefoot,native,NA,Perennial herb,Perennial,96,30,61,0,1700,3,6,1968,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,desiccatum,Chenopodium desiccatum,Dry goosefoot,native,NA,Annual herb,Annual,96,12,63,310,2990,7,9,1972,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,fremontii,Chenopodium fremontii,Fremont's goosefoot,native,NA,Annual herb,Annual,96,16,67,1040,2740,6,10,1974,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,glaucum,Chenopodium glaucum,Oak leaved goosefoot,native,NA,Annual herb,Annual,88,20,60,0,2030,7,10,1975,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,littoreum,Chenopodium littoreum,Coastal goosefoot,rare,NA,Annual herb,Annual,69,42,27,10,120,4,8,11243,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,macrospermum,Chenopodium macrospermum,Largeseed goosefoot,non-native,NA,Annual herb,Annual,90,38,54,0,250,7,10,9069,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,missouriense,Chenopodium missouriense,Missouri lambsquarters,non-native,NA,Annual herb,Annual,89,28,55,65,2280,9,10,1981,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,murale,Chenopodium murale,Nettle leaf goosefoot,non-native,NA,Annual herb,Annual,104,30,63,0,1990,1,12,1983,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,pratericola,Chenopodium pratericola,Meadow goosefoot,native,NA,Annual herb,Annual,91,10,67,100,2710,6,9,1986,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,rubrum,Chenopodium rubrum,Red goosefoot,native,NA,Annual herb,Annual,96,24,66,0,1980,8,9,1988,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,strictum,Chenopodium strictum,Lateflowering goosefoot,non-native,NA,Annual herb,Annual,91,28,52,0,2280,8,10,10814,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,strictum,Chenopodium strictum var. glaucophyllum,White leaved goosefoot,non-native,NA,Annual herb,Annual,89,28,52,0,2280,8,10,1990,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Chenopodium,vulvaria,Chenopodium vulvaria,Stinking goosefoot,non-native,NA,Annual herb,Annual,94,34,58,5,1060,6,10,1991,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Chloracantha,spinosa,Chloracantha spinosa,Spiny chloracantha,native,NA,Perennial herb,Perennial,106,40,64,-71,350,5,12,9804,NA,NA,NA,NA,NA,NA,NA
POACEAE,Chloris,gayana,Chloris gayana,Rhodes grass,non-native,NA,Perennial grass,Perennial,69,44,23,10,65,8,9,1996,NA,NA,NA,NA,NA,NA,NA
POACEAE,Chloris,virgata,Chloris virgata,Feather finger grass,non-native,NA,Annual grass,Annual,97,32,64,5,1740,4,9,1998,NA,NA,NA,NA,NA,NA,NA
AGAVACEAE,Chlorogalum,pomeridianum,Chlorogalum pomeridianum,Amole,native,NA,Perennial herb,Perennial,96,26,59,0,2280,5,8,2003,NA,NA,NA,NA,NA,NA,NA
AGAVACEAE,Chlorogalum,pomeridianum,Chlorogalum pomeridianum var. divaricatum,Soap plant,native,NA,Perennial herb,Perennial,83,38,42,0,640,5,8,2004,NA,NA,NA,NA,NA,NA,NA
AGAVACEAE,Chlorogalum,pomeridianum,Chlorogalum pomeridianum var. pomeridianum,Common soaproot,native,NA,Perennial herb,Perennial,96,28,59,0,2010,5,7,2006,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Chloropyron,maritimum,Chloropyron maritimum,Salt marsh bird's beak,native,NA,Annual herb,Annual,96,22,72,0,1430,5,10,11501,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Chloropyron,maritimum,Chloropyron maritimum ssp. maritimum,Salt marsh bird's-beak,rare,NA,Annual herb,Annual,76,44,30,0,50,5,10,11258,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Chondrilla,juncea,Chondrilla juncea,Skeleton weed,non-native invasive,NA,Perennial herb,Perennial,96,18,63,0,2120,7,10,2010,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Chorispora,tenella,Chorispora tenella,Crossflower,non-native,NA,Annual herb,Annual,96,16,69,380,2240,4,7,2011,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Chorizanthe,angustifolia,Chorizanthe angustifolia,Narrow leaf spineflower,native,NA,Annual herb,Annual,74,40,34,0,210,4,7,2012,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Chorizanthe,blakleyi,Chorizanthe blakleyi,Blakley's spineflower,rare,NA,Annual herb,Annual,NA,NA,NA,NA,NA,4,6,2016,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Chorizanthe,clevelandii,Chorizanthe clevelandii,Cleveland's spineflower,native,NA,Annual herb,Annual,94,26,64,0,2280,5,9,2021,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Chorizanthe,cuspidata,Chorizanthe cuspidata,San francisco spineflower,native,NA,Annual herb,Annual,69,42,25,0,240,4,7,2023,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Chorizanthe,diffusa,Chorizanthe diffusa,Diffuse spineflower,native,NA,Annual herb,Annual,82,38,44,0,770,4,7,2027,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Chorizanthe,eastwoodiae,Chorizanthe eastwoodiae,Eastwood's spineflower,native,NA,Annual herb,Annual,67,44,23,NA,NA,4,7,14550,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Chorizanthe,membranacea,Chorizanthe membranacea,Pink spineflower,native,NA,Annual herb,Annual,98,30,62,30,1660,4,6,2034,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Chorizanthe,obovata,Chorizanthe obovata,Spoon sepal spineflower,native,NA,Annual herb,Annual,93,34,59,0,370,5,7,2035,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Chorizanthe,palmeri,Chorizanthe palmeri,Palmer's spineflower,rare,NA,Annual herb,Annual,83,36,44,5,890,4,8,2037,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Chorizanthe,polygonoides,Chorizanthe polygonoides,Knotweed spineflower,native,NA,Annual herb,Annual,97,28,62,0,1360,4,7,2041,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Chorizanthe,pungens,Chorizanthe pungens,Monterey spineflower,native,NA,Annual herb,Annual,82,38,46,0,510,4,7,2045,NA,NA,NA,NA,NA,NA,NA
